Community Lot ID,NH Task Name,Tickets Name,Created By: Full Name,Design QA Score,Design QA Date,Design QA Result
a3TUS00000B11Rt,Design QA,QA-001,Mary Genevieve Mendoza,100,6/30/2026,Pass
a3TUS00000B51bR,Design QA,QA-001,Mary Genevieve Mendoza,100,5/29/2026,Pass
a3TUS00000B1ZI7,Design QA,QA-001,Mary Genevieve Mendoza,100,8/19/2026,Pass
a3TUS00000B1OLN,Design QA,QA-001,Mary Genevieve Mendoza,100,7/29/2026,Pass
a3TUS00000B51bS,Design QA,QA-001,Mary Genevieve Mendoza,100,5/29/2026,Pass
a3TUS00000B1heN,Design QA,QA-001,Mary Genevieve Mendoza,100,8/28/2026,Pass
a3TUS00000BCRsb,Design QA,QA-001,Mary Genevieve Mendoza,100,6/5/2026,Pass
a3TUS00000BCRsZ,Design QA,QA-001,Mary Genevieve Mendoza,100,6/5/2026,Pass
a3TUS00000BCRsd,Design QA,QA-001,Mary Genevieve Mendoza,100,6/5/2026,Pass
a3TUS00000BCRse,Design QA,QA-001,Mary Genevieve Mendoza,100,6/4/2026,Pass
a3TUS00000BCRsc,Design QA,QA-001,Mary Genevieve Mendoza,100,6/5/2026,Pass
a3TUS00000B15pJ,Design QA,QA-001,Mary Genevieve Mendoza,100,6/5/2026,Pass
a3TUS00000B1tJQ,Design QA,QA-001,Mary Genevieve Mendoza,100,8/12/2026,Pass
a3TUS00000B1YRH,Design QA,QA-001,Mary Genevieve Mendoza,100,7/27/2026,Pass
a3TUS00000B0vfk,Design QA,QA-001,Mary Genevieve Mendoza,100,5/26/2026,Pass
a3TUS00000B1EnQ,Design QA,QA-001,Mary Genevieve Mendoza,99,7/21/2026,Fail
a3TUS00000B51bT,Design QA,QA-001,Mary Genevieve Mendoza,98,5/29/2026,Fail
a3TUS00000B1WLS,Design QA,QA-001,Mary Genevieve Mendoza,100,7/29/2026,Pass
a3TUS00000B0mR3,Design QA,QA-001,Mary Genevieve Mendoza,100,6/1/2026,Pass
a3TUS00000B1wzj,Design QA,QA-001,Mary Genevieve Mendoza,100,6/2/2026,Pass
a3TUS00000B1f2y,Design QA,QA-001,Mary Genevieve Mendoza,100,5/26/2026,Pass
a3TUS00000B1sB2,Design QA,QA-001,Mary Genevieve Mendoza,100,8/6/2026,Pass
a3TUS00000B1sAv,Design QA,QA-001,Mary Genevieve Mendoza,100,8/6/2026,Pass
a3TUS00000B1kDo,Design QA,QA-001,Mary Genevieve Mendoza,100,8/12/2026,Pass
a3TUS00000B1DQc,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1sAy,Design QA,QA-001,Mary Genevieve Mendoza,100,8/6/2026,Pass
a3TUS00000B1sAz,Design QA,QA-001,Mary Genevieve Mendoza,100,7/22/2026,Pass
a3TUS00000B0x4A,Design QA,QA-001,Mary Genevieve Mendoza,100,5/26/2026,Pass
a3TUS00000B1U7i,Design QA,QA-001,Mary Genevieve Mendoza,100,6/24/2026,Pass
a3TUS00000B1sBF,Design QA,QA-001,Mary Genevieve Mendoza,100,8/6/2026,Pass
a3TUS00000B1sB7,Design QA,QA-001,Mary Genevieve Mendoza,100,7/22/2026,Pass
a3TUS00000B1sB8,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1hdw,Design QA,QA-001,Mary Genevieve Mendoza,100,5/29/2026,Pass
a3TUS00000C99oP,Design QA,QA-001,Mary Genevieve Mendoza,100,8/5/2026,Pass
a3TUS00000C99oQ,Design QA,QA-001,Mary Genevieve Mendoza,100,8/4/2026,Pass
a3TUS00000C99oL,Design QA,QA-001,Mary Genevieve Mendoza,97,8/4/2026,Fail
a3TUS00000B15yN,Design QA,QA-001,Mary Genevieve Mendoza,100,5/26/2026,Pass
a3TUS00000C99oO,Design QA,QA-001,Mary Genevieve Mendoza,100,8/4/2026,Pass
a3TUS00000C99oM,Design QA,QA-001,Mary Genevieve Mendoza,98,8/4/2026,Fail
a3TUS00000C99oN,Design QA,QA-001,Mary Genevieve Mendoza,100,8/4/2026,Pass
a3TUS00000B1E1g,Design QA,QA-001,Mary Genevieve Mendoza,100,6/16/2026,Pass
a3TUS00000B1XVK,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1wzv,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1wzt,Design QA,QA-001,Mary Genevieve Mendoza,100,7/22/2026,Pass
a3TUS00000B1wzm,Design QA,QA-001,Mary Genevieve Mendoza,100,6/2/2026,Pass
a3TUS00000B12KT,Design QA,QA-001,Mary Genevieve Mendoza,100,8/19/2026,Pass
a3TUS00000B1wzl,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1wzx,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000CC9jl,Design QA,QA-001,Mary Genevieve Mendoza,100,8/6/2026,Pass
a3TUS00000B1XQy,Design QA,QA-001,Mary Genevieve Mendoza,100,6/5/2026,Pass
a3TUS00000B0vBa,Design QA,QA-001,Mary Genevieve Mendoza,100,6/16/2026,Pass
a3TUS00000B1XdU,Design QA,QA-001,Mary Genevieve Mendoza,100,9/3/2026,Pass
a3TUS00000B1R1d,Design QA,QA-001,Mary Genevieve Mendoza,100,7/1/2026,Pass
a3TUS00000B16Rq,Design QA,QA-001,Mary Genevieve Mendoza,100,8/28/2026,Pass
a3TUS00000B11NJ,Design QA,QA-001,Mary Genevieve Mendoza,100,7/2/2026,Pass
a3TiL0000006Mc9,Design QA,QA-001,Mary Genevieve Mendoza,100,9/11/2026,Pass
a3TUS00000B1iQk,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1XTu,Design QA,QA-001,Mary Genevieve Mendoza,100,9/2/2026,Pass
a3TUS00000B13vf,Design QA,QA-001,Mary Genevieve Mendoza,100,6/17/2026,Pass
a3TUS00000B1VTp,Design QA,QA-001,Mary Genevieve Mendoza,100,5/26/2026,Pass
a3TUS00000B0yDE,Design QA,QA-001,Mary Genevieve Mendoza,100,7/28/2026,Pass
a3TUS00000B0rum,Design QA,QA-001,Mary Genevieve Mendoza,100,6/16/2026,Pass
a3TUS00000B1sUl,Design QA,QA-001,Mary Genevieve Mendoza,100,6/1/2026,Pass
a3TUS00000B188y,Design QA,QA-001,Mary Genevieve Mendoza,100,6/25/2026,Pass
a3TUS00000BYukb,Design QA,QA-001,Mary Genevieve Mendoza,100,9/3/2026,Pass
a3TUS00000B1awJ,Design QA,QA-001,Mary Genevieve Mendoza,100,6/25/2026,Pass
a3TUS00000B1fp3,Design QA,QA-001,Mary Genevieve Mendoza,100,6/17/2026,Pass
a3TUS00000BAaFC,Design QA,QA-001,Mary Genevieve Mendoza,100,6/8/2026,Pass
a3TUS00000BAaFE,Design QA,QA-001,Mary Genevieve Mendoza,100,6/4/2026,Pass
a3TUS00000B1q3N,Design QA,QA-001,Mary Genevieve Mendoza,100,8/3/2026,Pass
a3TUS00000BAaFF,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000BAaFH,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000BAaFD,Design QA,QA-001,Mary Genevieve Mendoza,100,6/4/2026,Pass
a3TUS00000B52e0,Design QA,QA-001,Mary Genevieve Mendoza,100,5/29/2026,Pass
a3TUS00000B52dy,Design QA,QA-001,Mary Genevieve Mendoza,100,5/28/2026,Pass
a3TUS00000B13Mu,Design QA,QA-001,Mary Genevieve Mendoza,100,6/1/2026,Pass
a3TUS00000B52dz,Design QA,QA-001,Mary Genevieve Mendoza,100,5/29/2026,Pass
a3TUS00000B52e1,Design QA,QA-001,Mary Genevieve Mendoza,98,5/29/2026,Fail
a3TUS00000C78d4,Design QA,QA-001,Mary Genevieve Mendoza,98,7/31/2026,Fail
a3TUS00000B1jbp,Design QA,QA-001,Mary Genevieve Mendoza,100,9/2/2026,Pass
a3TUS00000BjAHp,Design QA,QA-001,Mary Genevieve Mendoza,100,7/15/2026,Pass
a3TUS00000C78d5,Design QA,QA-001,Mary Genevieve Mendoza,100,7/31/2026,Pass
a3TUS00000B1ZlS,Design QA,QA-001,Mary Genevieve Mendoza,100,6/1/2026,Pass
a3TUS00000BAaFI,Design QA,QA-001,Mary Genevieve Mendoza,100,6/8/2026,Pass
a3TUS00000BAaFG,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000BjdDN,Design QA,QA-001,Mary Genevieve Mendoza,100,7/15/2026,Pass
a3TUS00000BYpTB,Design QA,QA-001,Mary Genevieve Mendoza,97,6/29/2026,Fail
a3TUS00000B52dx,Design QA,QA-001,Mary Genevieve Mendoza,100,5/28/2026,Pass
a3TUS00000B1Xob,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1W1a,Design QA,QA-001,Mary Genevieve Mendoza,100,6/24/2026,Pass
a3TUS00000B1ZoJ,Design QA,QA-001,Mary Genevieve Mendoza,100,8/20/2026,Pass
a3TUS00000B1ly3,Design QA,QA-001,Mary Genevieve Mendoza,100,8/18/2026,Pass
a3TUS00000BYrLJ,Design QA,QA-001,Mary Genevieve Mendoza,100,6/30/2026,Pass
a3TUS00000B1abX,Design QA,QA-001,Mary Genevieve Mendoza,100,6/25/2026,Pass
a3TUS00000B1N1q,Design QA,QA-001,Mary Genevieve Mendoza,100,6/17/2026,Pass
a3TUS00000B1uem,Design QA,QA-001,Mary Genevieve Mendoza,100,9/2/2026,Pass
a3TUS00000B1DeR,Design QA,QA-001,Mary Genevieve Mendoza,100,6/5/2026,Pass
a3TUS00000B1VrB,Design QA,QA-001,Mary Genevieve Mendoza,100,9/2/2026,Pass
a3TUS00000B1awb,Design QA,QA-001,Mary Genevieve Mendoza,100,8/20/2026,Pass
a3TUS00000B1HE4,Design QA,QA-001,Mary Genevieve Mendoza,100,8/12/2026,Pass
a3TUS00000B1Vqm,Design QA,QA-001,Mary Genevieve Mendoza,100,9/2/2026,Pass
a3TUS00000CCMXM,Design QA,QA-001,Mary Genevieve Mendoza,99,8/17/2026,Fail
a3TUS00000CCMXL,Design QA,QA-001,Mary Genevieve Mendoza,99,8/17/2026,Fail
a3TUS00000B1tUe,Design QA,QA-001,Mary Genevieve Mendoza,100,6/3/2026,Pass
a3TUS00000B1H2Z,Design QA,QA-001,Mary Genevieve Mendoza,100,8/11/2026,Pass
a3TiL0000000C2o,Design QA,QA-001,Mary Genevieve Mendoza,100,8/20/2026,Pass
a3TiL0000000C4Q,Design QA,QA-001,Mary Genevieve Mendoza,98,9/4/2026,Fail
a3TUS00000BYtN8,Design QA,QA-001,Mary Genevieve Mendoza,100,6/29/2026,Pass
a3TUS00000BTXFB,Design QA,QA-001,Mary Genevieve Mendoza,100,6/23/2026,Pass
a3TiL0000000C2n,Design QA,QA-001,Mary Genevieve Mendoza,100,8/18/2026,Pass
a3TiL0000000C4P,Design QA,QA-001,Mary Genevieve Mendoza,98,9/4/2026,Fail
a3TUS00000BjOB9,Design QA,QA-001,Mary Genevieve Mendoza,100,7/15/2026,Pass
a3TUS00000BTXFC,Design QA,QA-001,Mary Genevieve Mendoza,100,6/23/2026,Pass
a3TUS00000BTXFE,Design QA,QA-001,Mary Genevieve Mendoza,100,6/23/2026,Pass
a3TUS00000B0wSN,Design QA,QA-001,Mary Genevieve Mendoza,100,5/28/2026,Pass
a3TUS00000BTXFD,Design QA,QA-001,Mary Genevieve Mendoza,100,6/23/2026,Pass
